# Format version 3
# nfields = 2
# NDim = 2
# PW grid = 32 48 
# k-space data = 0 , complex data = 0
# Columns: x y fielddata
           0            0     0.8335045735   0.004544056462 
           0 0.1804219591     0.7106956047   0.004470715569 
           0 0.3608439182     0.3759421049   0.004257703764 
           0 0.5412658774     0.3038370071   0.003925017607 
           0 0.7216878365     0.3561342086   0.003502526371 
           0 0.9021097956     0.4256288158   0.003025573262 
           0  1.082531755     0.4310211621   0.002530162282 
           0  1.262953714      0.828487286   0.002048635117 
           0  1.443375673     0.4762909159   0.001606532785 
           0  1.623797632     0.6919301336   0.001220993218 
           0  1.804219591    0.04998877649   0.000900666481 
           0   1.98464155     0.3858947266  0.0006468321043 
           0  2.165063509     0.3050682146  0.0004552381727 
           0  2.345485469     0.7789488296  0.0003181610734 
           0  2.525907428     0.6396899746  0.0002262785207 
           0  2.706329387     0.1458328016  0.0001701046131 
           0  2.886751346     0.1915108467  0.0001409002472 
           0  3.067173305     0.4792605153  0.0001311047933 
           0  3.247595264    0.08993979064  0.0001344151708 
           0  3.428017223     0.3796812148  0.0001456647538 
           0  3.608439182     0.9284365245  0.0001606381101 
           0  3.788861142    0.05234419201  0.0001759154406 
           0  3.969283101      0.271589252  0.0001887899504 
           0   4.14970506     0.9925780576  0.0001972561726 
           0  4.330127019     0.8007746895  0.0002000365805 
           0  4.510548978     0.7693084732  0.0001972561726 
           0  4.690970937     0.9296793695  0.0001887899504 
           0  4.871392896     0.9742874875  0.0001759154406 
           0  5.051814855     0.2631996219  0.0001606381101 
           0  5.232236815     0.7920623533  0.0001456647538 
           0  5.412658774     0.2005074844  0.0001344151708 
           0  5.593080733     0.6848977667  0.0001311047933 
           0  5.773502692     0.8693015307  0.0001409002472 
           0  5.953924651    0.06858695413  0.0001701046131 
           0   6.13434661     0.7543970455  0.0002262785207 
           0  6.314768569     0.2529077608  0.0003181610734 
           0  6.495190528     0.9540409966  0.0004552381727 
           0  6.675612488     0.6383709279  0.0006468321043 
           0  6.856034447    0.06147706471   0.000900666481 
           0  7.036456406     0.4272918092   0.001220993218 
           0  7.216878365     0.7751594565   0.001606532785 
           0  7.397300324     0.9483386242   0.002048635117 
           0  7.577722283     0.1956002657   0.002530162282 
           0  7.758144242     0.8200888239   0.003025573262 
           0  7.938566201     0.6091914039   0.003502526371 
           0   8.11898816   0.009770904522   0.003925017607 
           0   8.29941012     0.7597916639   0.004257703764 
           0  8.479832079     0.5406817422   0.004470715569 

     0.15625            0   0.001194083787   0.004488932203 
     0.15625 0.1804219591     0.9978045848   0.004416490327 
     0.15625 0.3608439182     0.8555603568   0.004206081514 
     0.15625 0.5412658774      0.747840777      0.003877468 
     0.15625 0.7216878365     0.5631841883   0.003460171062 
     0.15625 0.9021097956      0.338874803   0.002989129077 
     0.15625  1.082531755      0.481704694   0.002499947414 
     0.15625  1.262953714     0.2863760969   0.002024633438 
     0.15625  1.443375673    0.07807993154   0.001588502338 
     0.15625  1.623797632     0.2760212337   0.001208599463 
     0.15625  1.804219591     0.1503127354  0.0008936191614 
     0.15625   1.98464155     0.1890094061  0.0006450058957 
     0.15625  2.165063509     0.8220084017  0.0004587603667 
     0.15625  2.345485469     0.2524589808  0.0003274534685 
     0.15625  2.525907428     0.6224545529  0.0002420450538 
     0.15625  2.706329387     0.7672938882  0.0001932613414 
     0.15625  2.886751346     0.1443168511  0.0001724506454 
     0.15625  3.067173305     0.2453038337  0.0001719711976 
     0.15625  3.247595264     0.5653172724  0.0001852459693 
     0.15625  3.428017223     0.7415070689  0.0002066449194 
     0.15625  3.608439182     0.7436579629  0.0002313354525 
     0.15625  3.788861142     0.2746271821  0.0002551941128 
     0.15625  3.969283101      0.103652841  0.0002748148801 
     0.15625   4.14970506     0.1911927054  0.0002875976775 
     0.15625  4.330127019     0.3614370347  0.0002918660565 
     0.15625  4.510548978     0.9816117109  0.0002875976775 
     0.15625  4.690970937     0.8651697928  0.0002748148801 
     0.15625  4.871392896     0.1790617436  0.0002551941128 
     0.15625  5.051814855     0.5012290071  0.0002313354525 
     0.15625  5.232236815    0.03801894565  0.0002066449194 
     0.15625  5.412658774     0.1642927383  0.0001852459693 
     0.15625  5.593080733     0.1129675465  0.0001719711976 
     0.15625  5.773502692     0.7947668139  0.0001724506454 
     0.15625  5.953924651      0.789195253  0.0001932613414 
     0.15625   6.13434661     0.5516750509  0.0002420450538 
     0.15625  6.314768569     0.2008330788  0.0003274534685 
     0.15625  6.495190528     0.1705137743  0.0004587603667 
     0.15625  6.675612488     0.4838826058  0.0006450058957 
     0.15625  6.856034447     0.3959424458  0.0008936191614 
     0.15625  7.036456406     0.3563021584   0.001208599463 
     0.15625  7.216878365     0.0510350136   0.001588502338 
     0.15625  7.397300324     0.7583409117   0.002024633438 
     0.15625  7.577722283     0.3384980168   0.002499947414 
     0.15625  7.758144242     0.9779242769   0.002989129077 
     0.15625  7.938566201     0.3286628324   0.003460171062 
     0.15625   8.11898816     0.8104909706      0.003877468 
     0.15625   8.29941012     0.3408843064   0.004206081514 
     0.15625  8.479832079     0.5411434043   0.004416490327 

      0.3125            0     0.5188354331    0.00432752764 
      0.3125 0.1804219591     0.6193803373   0.004257703764 
      0.3125 0.3608439182     0.4178849481   0.004054887406 
      0.3125 0.5412658774     0.8611999246   0.003738141994 
      0.3125 0.7216878365     0.3625090632   0.003335947782 
      0.3125 0.9021097956     0.9248259587   0.002882020979 
      0.3125  1.082531755     0.2608043114   0.002410741053 
      0.3125  1.262953714     0.9775943434   0.001953047175 
      0.3125  1.443375673     0.3782229703   0.001533463992 
      0.3125  1.623797632     0.9605753377   0.001168588268 
      0.3125  1.804219591     0.3464663839  0.0008670143362 
      0.3125   1.98464155     0.9490955219  0.0006303918259 
      0.3125  2.165063509     0.4281909661  0.0004551516642 
      0.3125  2.345485469     0.4478870776  0.0003344179751 
      0.3125  2.525907428     0.3611490162  0.0002597165132 
      0.3125  2.706329387     0.3515045525   0.000222245214 
      0.3125  2.886751346    0.04257547779  0.0002136369763 
      0.3125  3.067173305      0.262796591  0.0002262785207 
      0.3125  3.247595264     0.4675529694  0.0002533300519 
      0.3125  3.428017223     0.6931255849  0.0002886144089 
      0.3125  3.608439182     0.5354904142  0.0003265205908 
      0.3125  3.788861142     0.4407911777  0.0003620117574 
      0.3125  3.969283101     0.2593813972  0.0003907613449 
      0.3125   4.14970506   0.008279184759  0.0004093809276 
      0.3125  4.330127019     0.8220471108  0.0004156638872 
      0.3125  4.510548978     0.6450477435  0.0004093809276 
      0.3125  4.690970937     0.3631253027  0.0003907613449 
      0.3125  4.871392896     0.2553810748  0.0003620117574 
      0.3125  5.051814855     0.8574851605  0.0003265205908 
      0.3125  5.232236815     0.5416286219  0.0002886144089 
      0.3125  5.412658774     0.4404126853  0.0002533300519 
      0.3125  5.593080733     0.5402232358  0.0002262785207 
      0.3125  5.773502692     0.8678001734  0.0002136369763 
      0.3125  5.953924651     0.5606992319   0.000222245214 
      0.3125   6.13434661     0.7798654665  0.0002597165132 
      0.3125  6.314768569     0.2839220833  0.0003344179751 
      0.3125  6.495190528     0.1833898788  0.0004551516642 
      0.3125  6.675612488     0.6855525578  0.0006303918259 
      0.3125  6.856034447     0.4272588538  0.0008670143362 
      0.3125  7.036456406      0.412296518   0.001168588268 
      0.3125  7.216878365     0.7457287292   0.001533463992 
      0.3125  7.397300324     0.2627180272   0.001953047175 
      0.3125  7.577722283    0.06306421982   0.002410741053 
      0.3125  7.758144242     0.7568005953   0.002882020979 
      0.3125  7.938566201     0.5033015186   0.003335947782 
      0.3125   8.11898816      0.517140805   0.003738141994 
      0.3125   8.29941012     0.8842902323   0.004054887406 
      0.3125  8.479832079     0.8838527703   0.004257703764 

     0.46875            0     0.6156720542   0.004071311278 
     0.46875 0.1804219591       0.32110484   0.004005639858 
     0.46875 0.3608439182     0.2209660566   0.003814868983 
     0.46875 0.5412658774     0.8015634963   0.003516949763 
     0.46875 0.7216878365     0.7720567848   0.003138704677 
     0.46875 0.9021097956     0.3058480374    0.00271190111 
     0.46875  1.082531755     0.6710901452   0.002268958595 
     0.46875  1.262953714     0.9945644042   0.001839099448 
     0.46875  1.443375673     0.4026728499   0.001445562731 
     0.46875  1.623797632     0.5984219174   0.001104191014 
     0.46875  1.804219591     0.1749532317  0.0008233653957 
     0.46875   1.98464155      0.818333497  0.0006049953095 
     0.46875  2.165063509       0.79883169   0.000446121241 
     0.46875  2.345485469     0.9523208734  0.0003406722109 
     0.46875  2.525907428    0.07784081074  0.0002810105833 
     0.46875  2.706329387      0.622109366  0.0002590476764 
     0.46875  2.886751346     0.2391974047  0.0002668749327 
     0.46875  3.067173305    0.02281897529  0.0002969874002 
     0.46875  3.247595264    0.04713398874  0.0003422560861 
     0.46875  3.428017223     0.3825629507  0.0003958273801 
     0.46875  3.608439182     0.2264389407  0.0004510985998 
     0.46875  3.788861142     0.6638811067   0.000501855008 
     0.46875  3.969283101     0.3945387023  0.0005425760042 
     0.46875   4.14970506     0.3706752115  0.0005688476766 
     0.46875  4.330127019     0.3415840086  0.0005777730971 
     0.46875  4.510548978     0.8536607397  0.0005688476766 
     0.46875  4.690970937     0.1597993305  0.0005425760042 
     0.46875  4.871392896     0.0142768963   0.000501855008 
     0.46875  5.051814855     0.1297724662  0.0004510985998 
     0.46875  5.232236815     0.7332686364  0.0003958273801 
     0.46875  5.412658774     0.8883135391  0.0003422560861 
     0.46875  5.593080733     0.3007895105  0.0002969874002 
     0.46875  5.773502692     0.3016857758  0.0002668749327 
     0.46875  5.953924651     0.5106075757  0.0002590476764 
     0.46875   6.13434661     0.1290666147  0.0002810105833 
     0.46875  6.314768569   0.007721517254  0.0003406722109 
     0.46875  6.495190528     0.8323956271   0.000446121241 
     0.46875  6.675612488     0.3516757757  0.0006049953095 
     0.46875  6.856034447     0.5796696154  0.0008233653957 
     0.46875  7.036456406    0.03083821526   0.001104191014 
     0.46875  7.216878365     0.8837786062   0.001445562731 
     0.46875  7.397300324      0.632186379   0.001839099448 
     0.46875  7.577722283     0.1045014071   0.002268958595 
     0.46875  7.758144242     0.9992746599    0.00271190111 
     0.46875  7.938566201    0.06709235804   0.003138704677 
     0.46875   8.11898816    0.04454187645   0.003516949763 
     0.46875   8.29941012     0.9086378681   0.003814868983 
     0.46875  8.479832079   0.008403190494   0.004005639858 

